id,utterance,intent,entities,context,language,channel,sentiment,source
2976,tell me about suites,inquire_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,phone,neutral,synthetic_v1
2977,cancel my reservation f5a7c7ee,cancel_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""f5a7c7ee"", ""special_requests"": null}",post_booking,en,web,negative,synthetic_v1
2978,need a room 2026-09-28 - 2026-10-03,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-09-28"", ""check_out"": ""2026-10-03"", ""nights"": 5, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 3, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,chat,neutral,synthetic_v1
2979,is there a suite available on 2026-07-28?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-07-28"", ""check_out"": ""2026-07-29"", ""nights"": 1, ""room_code"": ""STE"", ""room_type"": null, ""adults"": 1, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,whatsapp,neutral,synthetic_v1
2980,cancel that,deny,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,web,negative,synthetic_v1
2981,any availability from 2026-09-12 for 5 nights?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-09-12"", ""check_out"": ""2026-09-17"", ""nights"": 5, ""room_code"": null, ""room_type"": null, ""adults"": 3, ""children"": 1, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,whatsapp,neutral,synthetic_v1
2982,appreciate it,thanks,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,whatsapp,positive,synthetic_v1
2983,good morning,greet,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,web,neutral,synthetic_v1
2984,"great stay, thanks!",feedback_positive,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",post_stay,en,phone,positive,synthetic_v1
2985,good evening,greet,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,messenger,neutral,synthetic_v1
2986,I want to reserve standard room 2026-07-24 - 2026-07-31 for 1 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-07-24"", ""check_out"": ""2026-07-31"", ""nights"": 7, ""room_code"": ""STD"", ""room_type"": ""Standard Room"", ""adults"": 1, ""children"": 0, ""guests_total"": 1, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,messenger,positive,synthetic_v1
2987,do you have rooms 2026-04-17 to 2026-04-21?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-04-17"", ""check_out"": ""2026-04-21"", ""nights"": 4, ""room_code"": ""STD"", ""room_type"": ""Standard Room"", ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,app,neutral,synthetic_v1
2988,hi,greet,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,app,neutral,synthetic_v1
2989,what about parking?,inquire_amenities,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""amenity"": ""parking""}",pre_booking,en,messenger,neutral,synthetic_v1
2990,update to 3 adults ,change_guest_count,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": 3, ""children"": 0, ""guests_total"": 3, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""fad1a69a"", ""special_requests"": null}",post_booking,en,phone,neutral,synthetic_v1
2991,what about pool?,inquire_amenities,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""amenity"": ""pool""}",pre_booking,en,messenger,neutral,synthetic_v1
2992,latest checkout time?,inquire_checkout_time,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,messenger,neutral,synthetic_v1
2993,rate for 4 nights in family room?,inquire_price,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-09-20"", ""check_out"": ""2026-09-24"", ""nights"": null, ""room_code"": ""FAM"", ""room_type"": ""Family Suite"", ""adults"": 1, ""children"": 1, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""price_quote"": 310.7}",pre_booking,en,web,neutral,synthetic_v1
2994,is wifi included?,inquire_amenities,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""amenity"": ""wifi""}",pre_booking,en,app,neutral,synthetic_v1
2995,what time is check-in?,inquire_checkin_time,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,messenger,neutral,synthetic_v1
2996,can I get late checkout?,request_late_checkout,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",in_stay,en,app,neutral,synthetic_v1
2997,price for twin room 2026-09-27 to 2026-10-04?,inquire_price,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-09-27"", ""check_out"": null, ""nights"": 7, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 3, ""children"": 2, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""price_quote"": 245.7}",pre_booking,en,chat,neutral,synthetic_v1
2998,do you have pet?,inquire_amenities,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""amenity"": ""pet""}",pre_booking,en,phone,neutral,synthetic_v1
2999,do you have family rooms?,inquire_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,web,neutral,synthetic_v1
3000,I need to cancel booking c2f6d985,cancel_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""c2f6d985"", ""special_requests"": null}",post_booking,en,phone,negative,synthetic_v1
3001,are pets allowed?,inquire_pet_policy,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,chat,neutral,synthetic_v1
3002,price for standard 2026-09-27 to 2026-09-28?,inquire_price,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-09-27"", ""check_out"": ""2026-09-28"", ""nights"": 1, ""room_code"": null, ""room_type"": ""Standard Room"", ""adults"": 3, ""children"": 0, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""price_quote"": 193.7}",pre_booking,en,app,neutral,synthetic_v1
3003,tell me about suites,inquire_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,messenger,neutral,synthetic_v1
3004,"please make a booking 2026-01-06 for 1 nights, queen room",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-01-06"", ""check_out"": ""2026-01-07"", ""nights"": 1, ""room_code"": ""STD"", ""room_type"": ""Standard Room"", ""adults"": 1, ""children"": 1, ""guests_total"": 2, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": true, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""quiet side""}",booking,en,whatsapp,positive,synthetic_v1
3005,"please make a booking 2025-12-14 for 7 nights, ocean view suite",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2025-12-14"", ""check_out"": ""2025-12-21"", ""nights"": 7, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 1, ""children"": 1, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,chat,positive,synthetic_v1
3006,book a ocean view suite for 1 adults  from 2026-02-09 to 2026-02-16,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-02-09"", ""check_out"": ""2026-02-16"", ""nights"": 7, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 1, ""children"": 0, ""guests_total"": 1, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": false, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""quiet side""}",booking,en,app,positive,synthetic_v1
3007,cheers,thanks,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,web,positive,synthetic_v1
3008,when can I check in?,inquire_checkin_time,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,chat,neutral,synthetic_v1
3009,I want to reserve deluxe room 2026-04-05 - 2026-04-08 for 3 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-04-05"", ""check_out"": ""2026-04-08"", ""nights"": 3, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 2, ""children"": 1, ""guests_total"": 3, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""crib""}",booking,en,chat,positive,synthetic_v1
3010,good evening,greet,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,app,neutral,synthetic_v1
3011,change my dates to 2026-09-11 - 2026-09-17,change_dates,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-09-11"", ""check_out"": ""2026-09-17"", ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""f825279c"", ""special_requests"": null}",post_booking,en,whatsapp,neutral,synthetic_v1
3012,how late can I cancel?,inquire_cancellation_policy,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,phone,neutral,synthetic_v1
3013,what room types do you have?,inquire_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,messenger,neutral,synthetic_v1
3014,I want to reserve deluxe 2026-03-26 - 2026-03-30 for 1 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-03-26"", ""check_out"": ""2026-03-30"", ""nights"": 4, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 1, ""children"": 0, ""guests_total"": 1, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": false, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""quiet side""}",booking,en,messenger,positive,synthetic_v1
3015,I was overcharged,complaint_billing,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",post_stay,en,phone,negative,synthetic_v1
3016,good morning,greet,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,chat,neutral,synthetic_v1
3017,book a family suite for 1 adults and 1 children from 2026-08-10 to 2026-08-11,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-08-10"", ""check_out"": ""2026-08-11"", ""nights"": 1, ""room_code"": ""FAM"", ""room_type"": ""Family Suite"", ""adults"": 1, ""children"": 1, ""guests_total"": 2, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": true, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,whatsapp,positive,synthetic_v1
3018,how late can I cancel?,inquire_cancellation_policy,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,app,neutral,synthetic_v1
3019,how much is a family room on 2026-07-09?,inquire_price,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-07-09"", ""check_out"": null, ""nights"": null, ""room_code"": ""FAM"", ""room_type"": ""Family Suite"", ""adults"": 1, ""children"": 0, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""price_quote"": 251.85}",pre_booking,en,phone,neutral,synthetic_v1
3020,I want to reserve suite 2025-12-12 - 2025-12-16 for 3 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2025-12-12"", ""check_out"": ""2025-12-16"", ""nights"": 4, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 2, ""children"": 1, ""guests_total"": 3, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""quiet side""}",booking,en,app,positive,synthetic_v1
3021,what room types do you have?,inquire_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,app,neutral,synthetic_v1
3022,found hair in the bathroom,complaint_cleanliness,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",in_stay,en,phone,negative,synthetic_v1
3023,"please make a booking 2026-04-28 for 7 nights, family room",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": ""2026-05-05"", ""nights"": 7, ""room_code"": ""FAM"", ""room_type"": ""Family Suite"", ""adults"": 3, ""children"": 0, ""guests_total"": 3, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""quiet side""}",booking,en,messenger,positive,synthetic_v1
3024,update to 1 adults ,change_guest_count,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": 1, ""children"": 0, ""guests_total"": 1, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""57f6bf2f"", ""special_requests"": null}",post_booking,en,chat,neutral,synthetic_v1
3025,are ocean view suites free between 2026-07-02 and 2026-07-09?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-07-02"", ""check_out"": ""2026-07-09"", ""nights"": 7, ""room_code"": ""STE"", ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,web,neutral,synthetic_v1
3026,move reservation to 2026-02-02,change_dates,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-02-02"", ""check_out"": ""2026-02-03"", ""nights"": 1, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""cede7ce8"", ""special_requests"": null}",post_booking,en,messenger,neutral,synthetic_v1
3027,hello,greet,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,messenger,neutral,synthetic_v1
3028,I want to reserve family room 2026-03-11 - 2026-03-14 for 4 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-03-11"", ""check_out"": ""2026-03-14"", ""nights"": 3, ""room_code"": ""FAM"", ""room_type"": ""Family Suite"", ""adults"": null, ""children"": 0, ""guests_total"": 4, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,web,positive,synthetic_v1
3029,disappointed with my stay,feedback_negative,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",post_stay,en,app,negative,synthetic_v1
3030,upgrade to deluxe room,change_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""864b3739"", ""special_requests"": null}",post_booking,en,web,neutral,synthetic_v1
3031,what room types do you have?,inquire_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,chat,neutral,synthetic_v1
